filename,class,duration,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,silence_ratio,voice_activity_ratio,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
human_019.wav,HUMAN,3.0,219.18,13.41,197.53,242.42,44.89,0.000182,7.2e-05,0.036465,0.002892,733.74,87.64,1065.07,179.25,907.57,32.94,0.0,1.0,-2470.7168,26.1695,182.0313,24.8291,157.4623,20.1132,124.2975,16.2095,81.1904,11.1905,38.6282,9.8995,-2.3789,9.164,-34.4475,10.3651,-55.5149,12.7899,-65.9729,13.1526,-65.9954,10.9764,-57.5721,9.6327,-43.246,8.4987
human_020.wav,HUMAN,3.0,136.95,27.37,84.21,186.05,101.84,0.000182,7.4e-05,0.028637,0.003079,573.68,103.64,1094.31,195.76,670.89,98.69,0.0,1.0,-2487.9839,22.491,161.962,21.474,152.0166,19.153,137.6272,16.8109,118.0116,13.6056,95.344,13.8882,71.2704,15.8146,47.4812,18.9694,27.0171,21.881,6.3036,25.3391,-12.0316,24.9101,-24.3857,24.7116,-31.4113,23.0949
human_021.wav,HUMAN,3.0,136.9,16.8,108.11,168.42,60.31,0.000183,7.3e-05,0.024253,0.00294,584.22,139.77,1136.59,224.45,620.56,374.94,0.0,1.0,-2496.5002,24.3506,147.6712,21.6258,140.7492,19.4737,127.7005,17.1849,111.7365,14.8385,93.7824,12.1414,71.2435,11.4635,53.003,13.7416,31.4203,13.8698,13.1585,14.5965,-4.0312,15.4041,-18.0859,14.008,-29.1895,14.1416
human_022.wav,HUMAN,3.0,236.59,16.3,210.53,271.19,60.66,0.000181,7.5e-05,0.039047,0.003281,777.33,115.68,1068.92,206.32,993.91,259.83,0.0,1.0,-2465.1638,28.2688,187.061,27.7137,159.0251,23.1227,117.7439,16.8389,69.4277,11.2129,21.5734,9.2213,-20.7881,12.7479,-51.6033,13.4011,-67.0581,13.8959,-71.5562,12.3977,-63.6756,10.6999,-47.2426,9.3318,-29.0054,9.3296
human_023.wav,HUMAN,3.0,184.6,14.87,155.34,210.53,55.19,0.00018,7.8e-05,0.031556,0.003053,684.45,110.48,1115.07,214.27,782.4,64.32,0.0,1.0,-2483.8774,25.8818,164.6917,26.662,147.5349,22.4493,126.0786,19.2146,96.8966,15.2339,64.166,11.8135,31.826,10.8638,1.9422,11.5926,-22.6263,11.0531,-41.4219,12.8421,-53.4419,11.9774,-59.2465,11.2627,-55.7719,10.5827
human_024.wav,HUMAN,3.0,136.96,19.92,96.39,172.04,75.66,0.000181,7.8e-05,0.026965,0.002848,576.35,138.51,1105.79,237.54,671.55,361.18,0.0,1.0,-2491.0547,25.4124,157.8768,24.0598,148.3506,21.0859,137.2065,17.5356,120.1327,15.5713,98.6126,14.4192,75.4784,14.2247,53.7005,14.5466,30.8469,15.5023,9.5038,17.281,-6.6067,17.5077,-21.1882,17.9855,-33.2136,14.8863
human_025.wav,HUMAN,3.0,205.71,16.56,175.82,235.29,59.47,0.000181,7.9e-05,0.033151,0.003324,719.06,130.52,1092.1,232.58,886.68,323.45,0.0,1.0,-2471.2937,30.958,178.8055,29.975,158.3744,25.835,126.2872,21.1416,88.752,14.2522,49.7084,10.8598,10.6513,11.7103,-20.3477,12.487,-45.9802,14.8438,-61.0818,14.3566,-67.0197,13.8159,-62.5977,12.2006,-54.1677,10.8717
synthetic_001.wav,SYNTHETIC,3.0,142.93,1.08,141.59,144.14,2.55,0.000276,1.4e-05,0.133311,0.011565,2559.68,111.13,2590.01,31.26,6062.25,143.79,0.0,1.0,-1848.7911,12.758,15.9187,12.4442,15.0856,11.7099,13.9312,9.5957,12.9049,11.3625,13.467,12.2123,12.8903,8.6896,11.3373,8.7379,10.6446,9.0446,10.347,9.042,9.5306,9.0987,8.8789,8.9826,8.5194,7.4021
synthetic_002.wav,SYNTHETIC,3.0,139.05,10.84,125.0,150.94,25.94,0.000292,1.5e-05,0.017002,0.001849,252.67,43.47,182.13,145.0,415.54,32.21,0.0,1.0,-2784.8799,78.661,121.784,56.8485,112.6663,43.9075,103.1009,36.1278,92.4748,29.5652,80.8691,23.3515,68.6153,17.4829,56.1487,12.1686,43.9289,7.6975,32.3793,4.6184,21.8732,3.9442,12.6953,5.0618,5.0397,6.2854
synthetic_003.wav,SYNTHETIC,3.0,136.99,0.47,136.75,137.93,1.18,0.000239,1.3e-05,0.042636,0.005397,1786.76,93.04,2371.2,58.43,5066.78,274.57,0.0,1.0,-2057.1948,10.8964,27.6992,17.6484,28.7061,15.657,27.1494,13.7889,26.3409,12.0117,23.6892,12.1881,21.902,8.9739,21.8937,8.8466,17.7183,7.0081,15.6871,8.2805,12.5998,8.5054,10.0243,7.6759,7.8763,7.0319
synthetic_004.wav,SYNTHETIC,3.0,130.08,0.0,130.08,130.08,0.0,0.000279,1.4e-05,0.052901,0.00545,1851.31,96.44,2392.36,53.4,5179.44,237.68,0.0,1.0,-1978.2922,13.2905,32.8261,14.2682,30.2527,13.9003,30.897,14.7455,28.2862,12.031,25.5272,10.4325,23.9044,9.4755,20.0319,8.4771,18.1716,8.7678,15.9765,10.0825,9.3582,7.3176,5.8117,7.26,5.211,6.6359
synthetic_005.wav,SYNTHETIC,3.0,127.38,1.16,125.0,129.03,4.03,0.000283,1.5e-05,0.134807,0.010962,2559.16,101.99,2601.13,24.1,6076.48,109.65,0.0,1.0,-1841.152,14.5549,14.5719,9.5577,16.0862,10.6349,15.7208,9.4332,12.5715,9.8985,13.0895,10.1052,14.0885,8.5904,14.4334,9.6136,12.5177,8.6675,11.5132,9.4627,8.8258,6.3407,9.2166,9.1892,8.2694,7.7228
synthetic_006.wav,SYNTHETIC,3.0,139.68,12.4,120.3,150.94,30.64,0.000292,1.5e-05,0.016996,0.00202,256.46,69.68,186.74,180.22,422.37,76.42,0.0,1.0,-2784.0806,92.1548,118.8431,49.4639,110.2902,37.339,101.5181,31.2457,91.6806,26.3682,80.7701,21.5736,69.0781,16.8568,57.0268,12.5221,45.0836,8.9798,33.6884,6.7618,23.2333,6.1957,14.0261,6.7116,6.2809,7.4082
synthetic_007.wav,SYNTHETIC,3.0,136.93,0.42,136.75,137.93,1.18,0.000234,1.3e-05,0.0418,0.004884,1785.69,95.67,2369.0,62.62,5062.25,295.9,0.0,1.0,-2062.7993,12.4334,28.5474,18.6402,28.8475,15.3385,26.5743,12.6986,25.8956,11.8173,23.6007,12.1451,22.4231,10.7094,21.5952,8.1175,16.9507,8.173,15.1457,6.6341,13.1715,7.581,9.8899,7.5976,7.0458,7.0683
synthetic_008.wav,SYNTHETIC,3.0,150.95,0.12,150.94,152.38,1.44,0.000278,1.5e-05,0.052179,0.005114,1882.16,90.62,2385.44,61.23,5203.45,269.24,0.0,1.0,-1979.6815,10.3253,31.1282,23.0381,31.0505,15.4301,26.902,12.575,25.1203,12.6101,22.9304,10.6852,19.9984,8.2572,16.3525,7.2607,14.6218,7.6201,7.7758,7.2089,6.9087,6.3699,2.6493,7.1315,-0.8669,7.3116
synthetic_009.wav,SYNTHETIC,3.0,159.61,1.2,156.86,161.62,4.75,0.000279,1.5e-05,0.136329,0.011932,2563.25,114.87,2582.02,34.17,6062.66,162.88,0.0,1.0,-1844.0155,14.9194,16.6728,11.5429,15.3396,10.2565,15.807,10.5235,14.8135,10.1757,15.2476,9.1258,13.2042,11.7786,14.0514,10.7814,11.6551,7.6827,11.3453,8.9655,10.2735,8.4964,6.0691,6.0912,6.6531,7.8779
synthetic_010.wav,SYNTHETIC,3.0,138.43,13.95,120.3,150.94,30.64,0.000292,1.5e-05,0.016924,0.002051,245.63,22.82,164.66,63.34,411.76,39.53,0.0,1.0,-2785.8416,44.2221,130.4777,49.9236,122.1682,36.8181,112.1335,27.1432,100.9237,20.025,88.8336,14.7435,76.1737,11.0594,63.3175,8.9989,50.6597,8.461,38.5941,8.8557,27.4757,9.4879,17.5982,9.9328,9.1761,10.0006
synthetic_011.wav,SYNTHETIC,3.0,137.0,0.48,136.75,137.93,1.18,0.000234,1.2e-05,0.041535,0.005239,1776.97,92.4,2362.74,59.22,5037.58,265.64,0.0,1.0,-2063.3425,12.2871,30.6904,17.1818,29.5093,14.997,28.9923,13.6092,27.0601,12.9786,22.4084,10.661,21.8091,10.0562,19.9992,9.0732,17.6501,8.5998,16.3976,8.1621,13.4993,6.5191,9.4957,7.5301,8.7623,6.1931
synthetic_012.wav,SYNTHETIC,3.0,152.38,0.0,152.38,152.38,0.0,0.000278,1.5e-05,0.054568,0.004834,1892.43,98.9,2387.99,56.03,5222.04,257.08,0.0,1.0,-1979.4719,12.5442,28.4512,15.9563,28.901,15.8775,27.2382,13.9103,24.3948,14.4473,22.5643,11.2923,18.479,9.4677,16.9643,9.9938,11.6288,8.611,10.6661,6.8398,4.4001,7.4461,3.0105,6.9886,1.1603,7.2402
synthetic_013.wav,SYNTHETIC,3.0,143.0,1.15,141.59,145.45,3.86,0.000281,1.5e-05,0.137275,0.011698,2577.78,117.29,2597.68,33.5,6089.8,141.64,0.0,1.0,-1840.2372,15.5467,14.0124,11.5392,15.9715,12.2961,14.8579,11.2407,15.3197,10.768,12.4548,8.7777,13.2129,8.4824,13.0677,9.7253,10.5773,9.2105,11.1514,8.2021,10.5479,8.5627,8.915,9.6799,6.2701,7.7113
synthetic_014.wav,SYNTHETIC,3.0,136.46,11.57,120.3,150.94,30.64,0.000292,1.5e-05,0.016726,0.001805,261.67,126.55,196.45,235.85,447.12,291.53,0.0,1.0,-2772.7104,119.2181,127.6453,48.3201,118.2587,36.403,108.6781,30.0763,98.0776,25.06,86.4723,20.3888,74.1492,16.0827,61.515,12.4545,49.0145,9.908,37.0772,8.7251,26.0869,8.673,16.3433,9.101,8.0641,9.4574
synthetic_015.wav,SYNTHETIC,3.0,136.89,0.38,136.75,137.93,1.18,0.000237,1.3e-05,0.04207,0.004652,1781.07,93.66,2362.06,59.9,5051.73,282.46,0.0,1.0,-2058.8057,12.4189,30.1669,18.0034,27.9428,15.5052,28.5321,13.4398,22.951,11.6472,24.8063,12.6539,20.1876,9.3948,20.1189,9.8464,16.4662,6.721,15.0433,7.0968,12.5972,7.0053,12.3917,7.7555,7.346,7.4097
synthetic_016.wav,SYNTHETIC,3.0,136.75,0.0,136.75,136.75,0.0,0.000275,1.5e-05,0.05169,0.005629,1863.51,94.05,2391.02,52.86,5185.36,237.84,0.0,1.0,-1981.7998,11.488,32.6605,15.8255,30.7331,15.0108,29.4043,14.5054,27.5643,11.1374,24.62,12.8591,22.3407,7.7381,18.6151,7.9753,18.7332,8.6943,13.3539,8.5572,10.2104,6.8633,7.5068,7.8094,3.348,7.7278
synthetic_017.wav,SYNTHETIC,3.0,128.18,1.15,125.98,130.08,4.1,0.000277,1.5e-05,0.135503,0.009876,2547.98,104.11,2592.56,32.81,6057.81,129.14,0.0,1.0,-1844.3168,10.5211,17.2896,14.2641,15.5871,13.7442,16.6414,11.7127,13.1967,9.3045,15.4564,8.7884,13.7148,7.2886,15.2076,9.1624,11.286,9.1946,10.5147,7.9729,12.2987,7.5744,11.545,7.2305,8.7351,6.4856
synthetic_018.wav,SYNTHETIC,3.0,133.76,12.44,120.3,150.94,30.64,0.000292,1.5e-05,0.016399,0.001631,245.57,49.32,179.24,147.23,401.07,39.21,0.0,1.0,-2777.7607,77.8098,131.3629,53.0379,122.0274,39.6374,112.3783,32.6435,101.6204,26.9088,89.7716,21.4886,77.164,16.5736,64.2415,12.6154,51.474,10.0894,39.2934,9.1878,28.0823,9.4086,18.1343,9.9589,9.6633,10.3159
synthetic_019.wav,SYNTHETIC,3.0,136.93,0.43,136.75,137.93,1.18,0.000239,1.3e-05,0.041234,0.004444,1782.94,99.33,2367.72,66.99,5055.02,308.69,0.0,1.0,-2057.436,13.0396,30.0821,19.4589,30.0893,14.3737,24.9981,11.9896,26.4951,14.3092,25.2171,9.3432,19.8092,10.1081,21.0424,9.8438,17.3913,7.7281,13.9688,9.2257,12.578,8.4407,12.6829,7.8986,7.6816,6.8897
synthetic_020.wav,SYNTHETIC,3.0,161.62,0.0,161.62,161.62,0.0,0.000281,1.5e-05,0.054563,0.005981,1895.28,90.7,2377.25,60.79,5201.07,257.13,0.0,1.0,-1974.0673,11.4364,32.6344,23.2015,30.3808,15.6466,28.3193,13.9654,26.5014,10.913,22.7659,8.7669,17.7962,8.4402,15.1931,7.5723,11.18,8.3839,8.7201,7.8228,2.8356,5.6743,1.2134,6.9199,-3.0529,6.5829
synthetic_021.wav,SYNTHETIC,3.0,153.93,1.23,152.38,155.34,2.96,0.00028,1.5e-05,0.135373,0.011637,2555.59,96.12,2584.66,26.87,6058.06,120.84,0.0,1.0,-1842.8112,13.4414,17.3229,10.0493,16.9077,11.4164,15.3967,10.2698,15.1393,10.5186,14.3167,10.4479,13.1334,9.8164,13.7153,7.8655,12.6118,7.9278,11.6411,9.1559,7.9707,7.4217,8.6591,7.5493,6.6838,7.9113
synthetic_022.wav,SYNTHETIC,3.0,135.18,10.44,120.3,150.94,30.64,0.000292,1.5e-05,0.016581,0.001596,259.05,120.05,192.95,237.3,443.59,278.95,0.0,1.0,-2775.6675,119.6423,123.1731,45.4791,114.2084,32.389,105.4721,27.3782,95.8002,23.864,85.0471,20.259,73.443,16.5189,61.3831,12.9712,49.316,10.0386,37.6804,8.1564,26.8757,7.4907,17.2255,7.6553,8.9641,8.0269
synthetic_023.wav,SYNTHETIC,3.0,136.93,0.43,136.75,137.93,1.18,0.000233,1.2e-05,0.042465,0.005751,1786.55,97.53,2368.74,66.08,5069.41,297.43,0.0,1.0,-2063.6489,11.5256,28.2107,19.705,28.2681,13.993,27.6641,14.4696,24.9536,10.4761,24.1828,12.3483,23.4161,10.3027,20.5514,7.9546,17.1374,7.842,15.7243,8.9762,12.9811,6.7498,10.0393,7.7621,6.7082,6.5282
synthetic_024.wav,SYNTHETIC,3.0,173.94,0.22,173.91,175.82,1.91,0.000273,1.5e-05,0.054495,0.004896,1902.68,96.73,2366.07,56.81,5179.44,268.39,0.0,1.0,-1983.3346,9.4516,33.1852,18.262,32.3465,17.3251,28.118,13.6191,25.8854,9.6965,21.2189,10.749,16.6561,8.7227,12.8669,9.1098,9.2834,8.5777,5.378,7.2892,0.0012,6.0434,-0.2096,6.1925,-4.706,7.1682
synthetic_025.wav,SYNTHETIC,3.0,152.0,1.16,149.53,153.85,4.31,0.00026,1.4e-05,0.136033,0.010769,2554.35,116.09,2582.68,31.11,6050.49,144.22,0.0,1.0,-1862.8846,16.4778,17.4527,10.8907,16.5973,10.9792,16.1197,11.5178,14.7952,10.6098,14.9058,9.9488,13.5926,9.1096,11.7131,9.295,10.1556,9.282,10.375,9.3166,10.7213,7.8974,9.836,9.7793,8.4837,8.9461
